,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
547,Sowmya Hospital,"Ram Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sowmya-hospital-1-ram-nagar
548,Manasa Hospital,"Padmarao Nagar, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/manasa-hospital-padmarao-nagar
549,Tirumala Hospital,"Ramachandrapuram, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/tirumala-hospital-ramachandrapuram
550,Kauser Hospital,"Jeedimetla, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/dr-sakina-kauser-jeedimetla
551,Nirvitha Hospital,"Beeramguda, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/nirvitha-hospital-ramachandrapuram
552,Sunshine Hospitals,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sunshine-hospitals-secunderabad-1-1
553,Taraporewalla Nursing Home,"West Marredpally, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/taraporiwala-nursing-home-marredpally
554,K. G. N Maternity Clinic,"Old City, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/k-g-n-maternity-clinic-old-city
555,Aparna Maternity and General Clinic,"Nagole, Hyderabad",2.0,10.0,https://www.practo.com/hyderabad/hospital/aparna-maternity-and-general-hospital-nagole
556,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/shree-laxmi-nursing-home-chanda-nagar-1
557,Dr. Naganna Clinic,"Boduppal, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/dr-naganna-clinic-boduppal-1
558,"Anand International Hair transplantation, Cosmetology, Skin Hospital","Barkatpura, Hyderabad",,,https://www.practo.com/hyderabad/hospital/anand-international-hair-transplantation-cosmetology-skin-hospital-barkatpura
559,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",,10.0,https://www.practo.com/hyderabad/hospital/gareeb-nawaz-hospital-falaknuma
560,Susheela Hospital,"Ramanthapur, Hyderabad",,,https://www.practo.com/hyderabad/hospital/susheela-hospital-ramanthapur-1
561,Amaan Hospital,"Rajendra Nagar, Hyderabad",,,https://www.practo.com/hyderabad/hospital/amaan-hospital-rajendra-nagar
562,Raghavendra Hospital,"Bowenpally, Hyderabad",,,https://www.practo.com/hyderabad/hospital/raghavendra-hospital-bowenpally
563,ESI Hospital,"Ramachandrapuram, Hyderabad",,,https://www.practo.com/hyderabad/hospital/esi-hospital-ramachandrapuram
564,Dr.chaitanya's Ayurveda Hospital,"Moti Nagar, Hyderabad",,,https://www.practo.com/hyderabad/hospital/dr-chaitanya-sayurvedahospital-moti-nagar
565,Vivekananda Hospital,"Begumpet, Hyderabad",,,https://www.practo.com/hyderabad/hospital/vivekananda-hospital-begumpet-2
566,Dent Dept MEDICITI HOSPITAL,"Medchal, Hyderabad",,,https://www.practo.com/hyderabad/hospital/dent-dept-mediciti-hospital-medchal
567,Happy Children's Hospital,"Jeedimetla, Hyderabad",,,https://www.practo.com/hyderabad/hospital/happy-children-s-hospital-1-jeedimetla
568,Ratna Maternity & Nursing Home ,"Saidabad, Hyderabad",,20.0,https://www.practo.com/hyderabad/hospital/ratna-nursing-home-saidabad
569,Dr.Mohan Diabetics Hospital,"Secunderabad, Hyderabad",,,https://www.practo.com/hyderabad/hospital/dr-mohan-diabetics-hospitals-secunderabad
570,Mahaveer Hospital,"Banjara Hills, Hyderabad",,,https://www.practo.com/hyderabad/hospital/dr-aishwarya-banjara-hills
571,Mitra Hospital,"Musheerabad, Hyderabad",,,https://www.practo.com/hyderabad/hospital/mitra-hospital-sultan-bazar
572,Bhagyalatha Hospital,"Hayathnagar, Hyderabad",,,https://www.practo.com/hyderabad/hospital/bhagyalatha-hospital-hayathnagar
573,Aashritha Hospital,"Nacharam, Hyderabad",,100.0,https://www.practo.com/hyderabad/hospital/aashritha-hospital-moula-ali
574,JANANII HOSPITAL,"Ramanthapur, Hyderabad",,15.0,https://www.practo.com/hyderabad/hospital/jananii-hospital-ramanthapur
